vowel,vowel_ethnicity,f11,f21,f31,f12,f22,f32,f13,f23,f33,f14,f24,f34,f15,f25,f35,participant,ethnicity,predicted_ethnicity
a?,a?_W,-0.450676757,-0.07403614,0.549328169,-0.448599913,-0.005138376,0.513116309,-0.625129149,0.14309795,0.501550876,-0.869220786,0.347467047,0.582426338,-0.532974257,0.413992363,0.600755297,9,W,W
a?,a?_W,-0.369834753,0.061187828,0.541265157,-0.419968101,0.097288413,0.566766063,-0.295932253,0.318025225,0.583165983,-0.833530419,0.368764149,0.618397519,-0.512861848,0.410044123,0.606550315,9,W,W
a?,a?_W,-0.389196442,0.061187828,0.597480781,-0.366006997,0.088839359,0.594561071,-0.490979136,0.218271452,0.585012706,-0.736281986,0.30639155,0.611234165,-0.473811333,0.360022432,0.62373656,9,W,W
a?,a?_W,-0.457979867,0.015290671,0.526116295,-0.409937926,0.076030401,0.559978707,-0.535234145,0.210788787,0.615896178,-0.711690583,0.334277973,0.583535601,-0.830486277,0.367388948,0.581686146,9,W,W
a?,a?_W,-0.856661751,-0.041062266,0.568643293,-0.922761553,0.137918082,0.578348483,-0.917774011,0.247137271,0.583165983,-0.974054847,0.313194297,0.609075114,-0.951504022,0.374246118,0.646548569,9,W,EA
a?,a?_W,-0.399019704,0.071724027,0.542421004,-0.405953857,0.087019522,0.53352518,-0.498583736,0.149962965,0.578719885,-0.566253289,0.301503955,0.585012706,-0.379468739,0.399438633,0.604381117,9,W,W
a?,a?_W,-0.532974257,0.115156667,0.420103251,-0.470624925,0.060564581,0.407843903,-0.462177145,0.079095068,0.413554439,-0.63507948,0.22411166,0.515492547,-0.723910694,0.351203623,0.626572436,9,W,W
a?,a?_W,-0.530719465,0.030182497,0.407403277,-0.466392115,0.00545775,0.330477493,-0.505148311,0.07049022,0.278206743,-0.65400749,0.203790105,0.441201988,-0.761493405,0.333803702,0.577605265,9,W,W
a?,a?_W,-0.490979136,0.079095068,0.52415743,-0.422996876,0.076030401,0.452219049,-0.517296445,0.116926057,0.397214927,-0.728017476,0.247654468,0.538562974,-0.579171848,0.314162352,0.604742977,9,W,W
a?,a?_W,-0.471685933,0.011369097,0.403428884,-0.51952114,0.074187082,0.376066783,-0.627607465,0.19401804,0.441201988,-0.802019935,0.301503955,0.54588055,-0.52734678,0.346062224,0.605827772,9,W,W
a?,a?_W,-0.535234145,0.059940945,0.386471762,-0.485582469,0.075416339,0.4270417,-0.542044614,0.161864494,0.482926856,-0.707650173,0.276701096,0.564132007,-0.457979867,0.353531913,0.601481514,9,W,W
a?,a?_W,-0.528469745,-0.030080686,0.462282027,-0.479144679,-0.03761755,0.441201988,-0.542044614,0.085804455,0.413116323,-0.703626023,0.278206743,0.570142543,-0.510651902,0.348402501,0.602932366,9,W,W
a?,a?_W,-0.487737642,0.001497349,0.423144748,-0.435204556,0.014638142,0.378337962,-0.556961701,0.093676128,0.329525112,-0.662964684,0.217738829,0.493900345,-0.850440891,0.29165651,0.530801973,9,W,W
a?,a?_W,-0.548901784,-0.011818427,0.47965219,-0.501860636,0.025673633,0.484152096,-0.542044614,0.115156667,0.461029678,-0.746011041,0.261518618,0.538949448,-0.499674843,0.337591585,0.595656961,9,W,W
a?,a?_W,-0.411935929,-0.023277939,0.586856024,-0.42400851,0.048648478,0.570142543,-0.548901784,0.133870664,0.624446283,-0.787356916,0.332379538,0.567141791,-0.504051218,0.393646681,0.589798285,9,W,W
a?,a?_W,-0.89320275,-0.018543402,0.590532499,-0.911162417,0.165239075,0.582056311,-0.91611701,0.267619298,0.600755297,-0.926100454,0.325228137,0.626218391,-0.919433763,0.338064063,0.647242291,9,W,EA
a?,a?_W,-0.42400851,0.12631029,0.579091149,-0.401985598,0.08458791,0.57163955,-0.508446829,0.123387166,0.572387213,-0.623892291,0.279710126,0.63045868,-0.446527374,0.352601248,0.595291798,9,W,W
?,?_W,-0.765757804,0.012023762,0.550092695,-0.689007822,0.164677435,0.564508726,-0.62265696,0.253326048,0.614464026,-0.660397288,0.290170993,0.632923904,-0.641349093,0.326662515,0.667153693,9,W,W
?,?_W,-0.746011041,0.233070876,0.65173979,-0.70630699,0.235167313,0.656560736,-0.669412159,0.243509384,0.656560736,-0.739052071,0.252811777,0.671224255,-0.770040466,0.265589871,0.669191045,9,W,EA
?,?_W,-0.70630699,0.22411166,0.549710505,-0.643867986,0.266605099,0.594926501,-0.638836529,0.287193323,0.622315601,-0.679815374,0.308826419,0.681328753,-0.78299961,0.326184617,0.699263475,9,W,W
?,?_W,-0.771472105,0.127477152,0.365092736,-0.725277748,0.136763347,0.462699128,-0.645129816,0.144245397,0.518257708,-0.636330262,0.141374306,0.536240992,-0.734899816,0.081540057,0.556947253,9,W,W
?,?_W,-0.921096273,0.33948016,0.675615412,-0.777219247,0.30639155,0.671562722,-0.617730842,0.294620939,0.674603779,-0.605520678,0.302972743,0.68199877,-0.750209787,0.290170993,0.711043716,9,W,W
?,?_W,-0.713041022,0.267112327,0.637836194,-0.703626023,0.257430723,0.61911104,-0.73076473,0.249720585,0.629753212,-0.751613296,0.267619298,0.653464226,-0.827451373,0.266605099,0.653464226,9,W,W
?,?_W,-0.841181566,0.218803792,0.631868123,-0.750209787,0.218271452,0.629400292,-0.750209787,0.217205922,0.62267103,-0.728017476,0.215071449,0.621604363,-0.713041022,0.19401804,0.633275583,9,W,W
?,?_W,-0.710341965,0.249720585,0.586119105,-0.686372775,0.215071449,0.576117169,-0.64639324,0.171954266,0.590165459,-0.652734415,0.1127926,0.558842988,-0.733519553,-0.0024788,0.548945686,9,W,W
?,?_W,-0.732141193,-0.019218394,0.560356993,-0.696954884,0.14309795,0.556187952,-0.704965608,0.255893444,0.590165459,-0.72939016,0.285701157,0.625509925,-0.734899816,0.302483387,0.65173979,9,W,W
?,?_W,-0.719820709,0.305903864,0.59236568,-0.62636754,0.293633772,0.611952814,-0.607950813,0.272170507,0.611234165,-0.606735007,0.270150304,0.6409814,-0.616503095,0.269644615,0.668851775,9,W,W
?,?_W,-0.775779362,0.22411166,0.577233448,-0.710341965,0.244028461,0.593829809,-0.623892291,0.235690736,0.615538332,-0.669412159,0.247654468,0.647588971,-0.815403034,0.257430723,0.699263475,9,W,W
?,?_W,-0.708995163,0.209178049,0.582426338,-0.62636754,0.225169861,0.576117169,-0.641349093,0.246619807,0.584643634,-0.747408665,0.267112327,0.605104706,-0.777219247,0.280711127,0.666473652,9,W,W
?,?_W,-0.691649832,0.327617624,0.596386888,-0.700952224,0.314162352,0.554287172,-0.678509038,0.293633772,0.589798285,-0.708995163,0.285701157,0.611234165,-0.737666069,0.298068369,0.643768859,9,W,W
?,?_W,-0.683744652,0.268632469,0.628694077,-0.683744652,0.275193179,0.641678994,-0.677204407,0.291161582,0.659305163,-0.669412159,0.300523563,0.652429921,-0.757247114,0.304439378,0.680322886,9,W,W
?,?_W,-0.870801814,0.346062224,0.6409814,-0.699618001,0.310284499,0.618754343,-0.650193118,0.288683266,0.620180368,-0.669412159,0.27720323,0.634681065,-0.704965608,0.281211252,0.649320573,9,W,W
?,?_W,-0.616503095,0.155648029,0.538176351,-0.594657566,0.15960843,0.53002255,-0.594657566,0.1658004,0.542421004,-0.588673107,0.184700351,0.555047917,-0.595858767,0.19401804,0.591632811,9,W,W
?,?_W,-0.718461089,0.309312682,0.642027608,-0.700952224,0.29905117,0.614822256,-0.714393287,0.285203273,0.583535601,-0.728017476,0.27720323,0.593098013,-0.79907008,0.276701096,0.60256985,9,W,W
?,?_W,-0.665538688,0.230970035,0.616253895,-0.631336494,0.257430723,0.640632421,-0.614052113,0.273682985,0.656217152,-0.636330262,0.277705112,0.676962668,-0.636330262,0.284705141,0.679987372,9,W,W
?,?_W,-0.68505785,0.215071449,0.584643634,-0.674600238,0.192926337,0.552763942,-0.642607747,0.16636141,0.550092695,-0.621423154,0.127477152,0.586119105,-0.627607465,0.074801899,0.619824053,9,W,W
?,?_W,-0.605520678,0.186900572,0.581315844,-0.513968654,0.174182679,0.576861494,-0.493145984,0.141374306,0.584643634,-0.504051218,0.110422931,0.576117169,-0.636330262,0.044222294,0.583905082,9,W,W
?,?_W,-0.64639324,0.210788787,0.54203587,-0.69562598,0.218271452,0.565638031,-0.750209787,0.251267375,0.578719885,-0.828967673,0.266605099,0.634681065,-1.018905413,0.268632469,0.668851775,9,W,W
?,?_W,-0.566253289,0.27317908,0.649320573,-0.569760014,0.27619871,0.668172888,-0.614052113,0.287193323,0.689006975,-0.682433177,0.287193323,0.696626691,-0.751613296,0.268632469,0.71914355,9,W,EA
?,?_W,-0.482358393,0.034671123,0.677635615,-0.542044614,0.247137271,0.688008805,-0.589867137,0.298068369,0.703533477,-0.609168098,0.318507036,0.711368972,-0.655282188,0.338064063,0.738319593,9,W,EA
?,?_W,-0.833530419,0.190739348,0.612670946,-0.711690583,0.196742095,0.586119105,-0.691649832,0.200001196,0.569767942,-0.726646674,0.204330207,0.610514999,-0.725277748,0.223052337,0.636084574,9,W,W
?,?_W,-0.636330262,0.209178049,0.568643293,-0.643867986,0.239868288,0.579833264,-0.69562598,0.269644615,0.62267103,-0.743221639,0.286696182,0.679651745,-0.845800512,0.297084601,0.692327031,9,W,W
?,?_W,-0.620190868,0.177516015,0.414867636,-0.603096434,0.18525086,0.501550876,-0.631336494,0.181390916,0.526507608,-0.62636754,0.174182679,0.558085125,-0.657836467,0.133870664,0.586119105,9,W,W
?,?_W,-0.713041022,0.278708121,0.571265508,-0.691649832,0.26049821,0.533913605,-0.611607124,0.246102075,0.517073575,-0.597061413,0.249720585,0.575744799,-0.700952224,0.255893444,0.647588971,9,W,W
?,?_W,-0.575632022,0.249204456,0.585750441,-0.478075731,0.253326048,0.586119105,-0.479144679,0.257430723,0.593829809,-0.559276517,0.261008544,0.638885696,-0.69429884,0.267619298,0.672915445,9,W,W
?,?_W,-0.744615367,0.207564711,0.581315844,-0.72939016,0.203790105,0.570891327,-0.641349093,0.212932411,0.570517005,-0.627607465,0.221461247,0.586856024,-0.604307822,0.20324971,0.585750441,9,W,W
?,?_W,-0.631336494,0.278708121,0.574999643,-0.588673107,0.239868288,0.551238389,-0.572104681,0.189644058,0.539335772,-0.525104627,0.131550477,0.560735136,-0.51618595,0.032108661,0.595656961,9,W,W
?,?_W,-0.682433177,0.006116295,0.573880866,-0.665538688,0.171954266,0.587592402,-0.686372775,0.253840055,0.628340783,-0.732141193,0.283708132,0.643072722,-0.780105252,0.294127477,0.656217152,9,W,W
?,?_W,-0.768610873,0.245065805,0.540107973,-0.770040466,0.235167313,0.547414292,-0.762912852,0.239868288,0.581686146,-0.736281986,0.251782441,0.604019126,-0.750209787,0.246102075,0.614464026,9,W,W
?,?_W,-0.755835681,0.246619807,0.616611485,-0.686372775,0.247654468,0.607633152,-0.609168098,0.261518618,0.620536557,-0.618960098,0.261008544,0.658619762,-0.69429884,0.282210752,0.689006975,9,W,W
?,?_W,-0.650193118,0.226755066,0.611593554,-0.574454858,0.245065805,0.627987363,-0.591062595,0.271160916,0.721399796,-0.651462959,0.275696071,0.711368972,-0.736281986,0.288683266,0.68199877,9,W,W
?,?_W,-0.655282188,0.295114157,0.584274426,-0.655282188,0.281211252,0.585381642,-0.652734415,0.28967533,0.588695951,-0.675901475,0.29165651,0.621960045,-0.743221639,0.287690218,0.636084574,9,W,W
?,?_W,-0.650193118,0.235690736,0.631868123,-0.633830261,0.27720323,0.645507083,-0.650193118,0.285701157,0.649666534,-0.681123419,0.29165651,0.665112182,-0.732141193,0.286198793,0.689006975,9,W,W
?,?_W,-0.929450541,0.33900835,0.610155222,-0.755835681,0.296099864,0.581315844,-0.708995163,0.251267375,0.581315844,-0.700952224,0.26913867,0.613388564,-0.744615367,0.272674921,0.654497461,9,W,W
?,?_W,-0.704965608,0.179178526,0.573880866,-0.686372775,0.184149539,0.569393199,-0.678509038,0.18525086,0.595291798,-0.691649832,0.219335848,0.611593554,-0.687689431,0.258965643,0.663407733,9,W,W
?,?_W,-0.793196348,0.324270741,0.653464226,-0.691649832,0.309312682,0.618397519,-0.686372775,0.294127477,0.601118471,-0.713041022,0.308826419,0.630811227,-0.79759841,0.286696182,0.652084915,9,W,W
?,?_W,-0.704965608,0.210788787,0.598937445,-0.707650173,0.250752044,0.61302982,-0.698285556,0.253840055,0.613388564,-0.708995163,0.255893444,0.626926355,-0.740439996,0.261008544,0.658619762,9,W,W
?,?_W,-0.659116058,0.221461247,0.53002255,-0.679815374,0.195653363,0.486190832,-0.621423154,0.183047003,0.508745151,-0.591062595,0.133291122,0.555428073,-0.650193118,0.0580677,0.582796229,9,W,W
?,?_W,-0.717103316,0.215605495,0.54588055,-0.561596703,0.190739348,0.559221704,-0.565087108,0.169720876,0.569018316,-0.562758819,0.140799098,0.569018316,-0.589867137,0.06925489,0.521408558,9,W,W
?,?_W,-0.651462959,0.212932411,0.566766063,-0.673300693,0.223052337,0.546647715,-0.718461089,0.245065805,0.583535601,-0.74182985,0.266605099,0.571265508,-0.926100454,0.273682985,0.619824053,9,W,W
?,?_W,-0.442395136,0.31512947,0.756202422,-0.502955327,0.309312682,0.791636795,-0.526225075,0.329048581,0.811839503,-0.606735007,0.33522584,0.81389621,-0.651462959,0.309798708,0.826438302,9,W,EA
?,?_W,-0.802019935,-0.035556402,0.15960843,-0.864492645,-0.025993487,0.139647687,-0.95838873,-0.003807703,0.149392677,-1.011592766,0.082760313,0.207026353,-1.020741961,0.153945901,0.309312682,9,W,W
?,?_W,-0.830486277,0.008089331,0.23254608,-0.880340837,0.017245706,0.215071449,-0.89969628,0.024381643,0.217205922,-0.941265024,0.068018031,0.236213886,-1.000723094,0.111608467,0.26913867,9,W,W
?,?_W,-0.72939016,0.017896536,0.310770054,-0.80054392,0.067399028,0.254867276,-0.95322076,0.093676128,0.236736762,-1.020741961,0.133291122,0.246102075,-1.083321618,0.182495279,0.30541594,9,W,EA
?,?_W,-0.796128902,0.000835754,0.214002502,-0.869220786,0.021144346,0.189644058,-0.946371418,0.053683102,0.218271452,-0.988189358,0.115156667,0.239347048,-0.974054847,0.167482486,0.343716457,9,W,W
?,?_W,-0.845800512,-0.001151659,0.286198793,-0.754426238,0.061187828,0.281711127,-0.771472105,0.087626503,0.27619871,-0.896444244,0.109235987,0.282210752,-1.026271929,0.163553208,0.321393041,9,W,W
?,?_W,-0.88354084,0.061187828,0.338536318,-0.875559951,0.075416339,0.305903864,-0.888360126,0.095483902,0.277705112,-0.941265024,0.106262449,0.264065093,-0.997125968,0.196742095,0.339951747,9,W,EA
e?,e?_W,-0.896444244,0.342776607,0.641678994,-0.960117339,0.407843903,0.672577435,-1.093154539,0.487412082,0.680658287,-1.08920976,0.532358999,0.687009638,-1.237472298,0.540107973,0.6843403,9,W,W
e?,e?_W,-0.926100454,0.413554439,0.641330258,-0.90787294,0.428337317,0.639934097,-0.941265024,0.461447302,0.647242291,-1.039295369,0.465613975,0.650012375,-1.143823938,0.444604799,0.668172888,9,W,W
e?,e?_W,-0.944666388,0.383316475,0.643768859,-0.902958925,0.458101418,0.670885674,-0.989970302,0.505554084,0.688674362,-1.127328718,0.526898767,0.696296603,-1.166958513,0.526898767,0.703533477,9,W,W
e?,e?_W,-0.951504022,0.225169861,0.399438633,-0.934496809,0.291161582,0.425311596,-0.997125968,0.235690736,0.492686998,-1.179806656,0.353996921,0.527289774,-1.127328718,0.321873233,0.525724829,9,W,W
e?,e?_W,-0.778661209,0.400770487,0.64028332,-0.858223032,0.407403277,0.62373656,-0.956663104,0.455584639,0.640632421,-1.050594924,0.452640367,0.631515949,-1.093154539,0.413992363,0.669869241,9,W,W
e?,e?_W,-0.88354084,0.308339919,0.617683488,-0.965321167,0.367847558,0.653119576,-1.041169784,0.435647605,0.675952396,-1.150080475,0.495515854,0.691663901,-1.267602039,0.515492547,0.689671869,9,W,W
?,?_W,-0.714393287,0.358172293,0.661358552,-0.681123419,0.363712473,0.647242291,-0.718461089,0.344655424,0.649320573,-0.810922071,0.299542208,0.632220174,-0.896444244,0.131550477,0.581686146,9,W,W
?,?_W,-1.067787325,0.263047281,0.669191045,-0.95838873,0.298068369,0.677635615,-1.017072232,0.294127477,0.67426634,-0.960117339,0.312709919,0.681663818,-0.872385345,0.302972743,0.691663901,9,W,EA
?,?_W,-0.970552217,0.432643955,0.701236511,-0.98109713,0.422276692,0.690668381,-0.991754424,0.430923525,0.709741633,-0.998922914,0.402543537,0.708437852,-1.091180204,0.37287844,0.703861185,9,W,EA
?,?_W,-0.864492645,0.295607132,0.646548569,-0.888360126,0.353996921,0.68199877,-0.90787294,0.360484433,0.696956669,-0.932811889,0.360022432,0.708763956,-0.977569789,0.345593511,0.705825179,9,W,EA
?,?_W,-0.951504022,0.008746145,0.572760836,-0.949790225,0.243509384,0.569018316,-0.970552217,0.343716457,0.601844424,-0.982865477,0.382413132,0.656904201,-0.988189358,0.37287844,0.667833272,9,W,W
?,?_W,-1.024425206,0.341835873,0.673928787,-0.967061812,0.36094622,0.722043504,-1.007956399,0.372422132,0.726858149,-1.026271929,0.366471096,0.722043504,-0.94296426,0.351203623,0.726537893,9,W,EA
?,?_W,-0.825937368,0.263047281,0.584643634,-0.888360126,0.372422132,0.659990094,-0.919433763,0.386921706,0.675278315,-0.921096273,0.402986309,0.680993577,-0.968805491,0.393199754,0.685342137,9,W,W
?,?_W,-0.931129802,0.345593511,0.663407733,-0.932811889,0.363251962,0.680322886,-0.934496809,0.373334541,0.689006975,-1.031832648,0.368305958,0.720111136,-1.105083109,0.361407794,0.724293223,9,W,EA
?,?_W,-1.039295369,0.234643616,0.640632421,-0.967061812,0.230444135,0.637135914,-0.922761553,0.231495659,0.641678994,-0.948079361,0.247137271,0.635383065,-1.011592766,0.229391503,0.630811227,9,W,W
?,?_W,-0.993541735,0.317060905,0.609795315,-0.941265024,0.290170993,0.604019126,-0.95838873,0.255893444,0.601118471,-0.948079361,0.233070876,0.589063531,-0.944666388,0.1658004,0.567141791,9,W,W
?,?_W,-0.80054392,0.403428884,0.709741633,-0.902958925,0.37150889,0.693651973,-0.91446275,0.363712473,0.683337458,-0.818401537,0.350737314,0.696296603,-0.80054392,0.334277973,0.693651973,9,W,EA
?,?_W,-0.95838873,0.337591585,0.63045868,-0.954940451,0.332379538,0.626572436,-1.029975637,0.325706492,0.63116365,-0.951504022,0.310770054,0.65173979,-0.839646646,0.266097614,0.657247549,9,W,W
?,?_W,-0.98641158,0.356782438,0.639584752,-0.954940451,0.37287844,0.661016613,-0.970552217,0.366471096,0.661016613,-0.948079361,0.370594813,0.669191045,-0.972301998,0.363712473,0.672915445,9,W,W
?,?_W,-0.838114079,0.304927778,0.663066494,-0.698285556,0.286198793,0.628694077,-0.599471053,0.242470423,0.598209378,-0.561596703,0.192380038,0.563755146,-0.683744652,0.054310651,0.521015244,9,W,W
?,?_W,-0.885144689,0.457263195,0.734831402,-0.88354084,0.440349473,0.722686797,-0.873971389,0.4270417,0.717205565,-0.888360126,0.41836109,0.721399796,-0.919433763,0.398105003,0.720433457,9,W,EA
?,?_W,-1.143823938,0.376975874,0.692327031,-0.941265024,0.379698198,0.671901074,-0.974054847,0.371051956,0.672239312,-0.982865477,0.3696799,0.679651745,-1.020741961,0.330953344,0.68667636,9,W,EA
?,?_W,-0.886751115,0.398105003,0.682668338,-0.921096273,0.377884139,0.68199877,-0.93787519,0.365092736,0.677635615,-0.989970302,0.353531913,0.659305163,-1.018905413,0.343246643,0.669191045,9,W,EA
?,?_W,-0.894822184,0.190191853,0.385120715,-0.948079361,0.235690736,0.519834374,-0.991754424,0.245065805,0.556187952,-1.000723094,0.22728291,0.561490994,-1.00977293,0.180285333,0.51073441,9,W,W
?,?_W,-0.956663104,0.300523563,0.642724472,-0.944666388,0.308339919,0.638535984,-1.015242405,0.313678442,0.643072722,-0.975810774,0.308826419,0.630106008,-0.982865477,0.292645629,0.61911104,9,W,EA
?,?_W,-1.065862396,0.328094838,0.659990094,-0.946371418,0.328571823,0.643420851,-0.939568671,0.307853183,0.641330258,-0.979331904,0.255380492,0.606550315,-0.917774011,0.124557442,0.57163955,9,W,W
?,?_W,-0.88354084,0.278708121,0.600391991,-0.95322076,0.304927778,0.614464026,-0.941265024,0.320431965,0.626572436,-0.91611701,0.321873233,0.634329879,-0.858223032,0.319469964,0.665793149,9,W,W
?,?_W,-1.113115281,0.385571267,0.630106008,-0.939568671,0.371965615,0.641678994,-0.917774011,0.356782438,0.630811227,-0.948079361,0.330953344,0.629400292,-0.89320275,0.293633772,0.642027608,9,W,W
?,?_W,-1.011592766,0.402543537,0.656217152,-0.858223032,0.398549744,0.664430751,-0.919433763,0.375156864,0.658962521,-0.822916218,0.369222129,0.696296603,-0.770040466,0.344655424,0.712344106,9,W,W
?,?_W,-0.751613296,0.354926289,0.653808756,-0.748808246,0.334277973,0.654497461,-0.722545506,0.318025225,0.651394546,-0.772905797,0.256918559,0.633275583,-0.847344913,0.140223558,0.609435279,9,W,W
?,?_W,-1.002526521,0.234119644,0.670885674,-0.91446275,0.279209249,0.671562722,-0.91446275,0.285701157,0.689339477,-0.870801814,0.303950739,0.696626691,-0.832007189,0.292151192,0.695636101,9,W,EA
?,?_W,-0.977569789,0.366930127,0.658276885,-0.944666388,0.36463286,0.642376101,-0.95322076,0.376066783,0.647935531,-0.917774011,0.360022432,0.678980153,-0.932811889,0.332379538,0.675952396,9,W,W
?,?_W,-0.751613296,0.310284499,0.670885674,-0.74182985,0.354926289,0.686342971,-0.757247114,0.354461713,0.702549709,-0.784449937,0.367847558,0.723329677,-0.872385345,0.355854795,0.724293223,9,W,W
?,?_W,-0.873971389,0.048017364,0.566766063,-0.881939558,0.236213886,0.579091149,-0.838114079,0.323791699,0.605827772,-0.830486277,0.373334541,0.656560736,-0.839646646,0.3696799,0.683002954,9,W,W
?,?_W,-0.896444244,0.355854795,0.649666534,-0.98641158,0.376975874,0.649320573,-0.98109713,0.392305299,0.639584752,-0.793196348,0.380151199,0.643420851,-0.736281986,0.351669715,0.647588971,9,W,W
?,?_W,-0.813907148,0.293139823,0.647935531,-0.78590237,0.341835873,0.667833272,-0.764334316,0.346530718,0.691332171,-0.78299961,0.349804043,0.694313787,-0.836583856,0.349804043,0.702549709,9,W,W
?,?_W,-0.931129802,0.346530718,0.670208167,-0.921096273,0.35909779,0.680993577,-0.906232251,0.367847558,0.690336321,-0.926100454,0.35909779,0.705825179,-0.929450541,0.340894254,0.70025048,9,W,EA
?,?_W,-0.934496809,0.222522255,0.638885696,-0.948079361,0.240389257,0.649320573,-0.818401537,0.233595398,0.647935531,-0.885144689,0.254867276,0.654841636,-0.91446275,0.233070876,0.668172888,9,W,W
?,?_W,-0.98109713,0.318025225,0.604019126,-0.939568671,0.315612678,0.62373656,-0.904594249,0.287193323,0.624800956,-0.781551384,0.231495659,0.616253895,-0.91611701,0.119280384,0.586487632,9,W,W
?,?_W,-1.083321618,0.351669715,0.645854365,-1.028122068,0.330477493,0.667153693,-0.936184573,0.318988616,0.671901074,-0.917774011,0.317543181,0.680322886,-0.91446275,0.312225305,0.679987372,9,W,W
?,?_W,-0.901326272,0.329525112,0.610155222,-0.975810774,0.333329206,0.628340783,-1.004333206,0.325228137,0.638885696,-0.979331904,0.316578395,0.654153168,-0.92442961,0.264065093,0.671901074,9,W,W
?,?_W,-0.967061812,0.286696182,0.618040567,-0.839646646,0.308826419,0.632220174,-0.877151041,0.307366209,0.633627139,-0.954940451,0.303461861,0.644464511,-1.035557047,0.312709919,0.656560736,9,W,W
?,?_W,-0.842718845,0.298068369,0.634329879,-0.754426238,0.261008544,0.57425393,-0.657836467,0.225169861,0.553906582,-0.648924887,0.184700351,0.54588055,-0.656558512,0.145391529,0.559978707,9,W,W
?,?_W,-1.037424461,0.41836109,0.693651973,-0.95322076,0.374246118,0.695966407,-0.896444244,0.393646681,0.69000415,-0.861352925,0.3696799,0.696296603,-0.838114079,0.346998992,0.68767586,9,W,W
?,?_W,-0.967061812,0.368764149,0.697945952,-0.855102904,0.376975874,0.6976163,-0.881939558,0.360484433,0.699592585,-0.89320275,0.336645959,0.697945952,-0.912811222,0.316095653,0.689671869,9,W,EA
?,?_W,-0.991754424,0.353996921,0.680658287,-0.793196348,0.36094622,0.665112182,-0.787356916,0.352601248,0.677299198,-0.781551384,0.342776607,0.694313787,-0.79907008,0.326184617,0.701893326,9,W,W
?,?_W,-0.838114079,0.215071449,0.435647605,-0.848891704,0.27619871,0.556567674,-0.828967673,0.288683266,0.607272337,-0.78590237,0.235690736,0.605104706,-0.816901162,0.147679859,0.580574829,9,W,W
?,?_W,-0.997125968,0.31995108,0.658619762,-0.912811222,0.327140184,0.658619762,-0.912811222,0.327617624,0.648628292,-0.931129802,0.294127477,0.647935531,-0.979331904,0.254867276,0.62373656,9,W,W
?,?_W,-0.956663104,0.356782438,0.707132368,-0.921096273,0.340423111,0.712993668,-0.931129802,0.313194297,0.703205662,-0.939568671,0.266097614,0.678980153,-0.851992482,0.15167188,0.629400292,9,W,EA
?,?_W,-0.941265024,0.304927778,0.64515968,-0.878744667,0.345124577,0.660674557,-0.855102904,0.352601248,0.677635615,-0.88997173,0.367388948,0.691663901,-0.896444244,0.338064063,0.711694123,9,W,W
?,?_W,-0.894822184,0.445877873,0.662725139,-0.870801814,0.365092736,0.642027608,-0.79759841,0.333803702,0.635032127,-0.762912852,0.314646028,0.659305163,-0.812413496,0.296592354,0.668172888,9,W,W
?,?_W,-0.927774095,0.435647605,0.668851775,-0.853546484,0.403428884,0.656217152,-0.853546484,0.387820987,0.653464226,-0.787356916,0.381508973,0.665793149,-0.818401537,0.349804043,0.685342137,9,W,W
i,i_W,0.521408558,0.758686896,0.90205652,0.517863153,0.759307051,0.889889276,0.527289774,0.643420851,0.866216274,0.564132007,0.773771067,0.862588531,0.582796229,0.736101243,0.845388051,9,W,W
i,i_W,-1.284209775,0.530801973,0.767641719,-1.350983648,0.529242518,0.772242248,-1.39543541,0.550474739,0.758066356,-1.496645312,0.555808085,0.745574001,-1.419793854,0.528852275,0.693982935,9,W,W
i,i_W,-1.392765182,0.388719459,0.496725776,-1.289005948,0.415742145,0.551238389,-1.25126562,0.439922943,0.562623711,-1.384797012,0.360484433,0.560735136,-1.333239203,0.330953344,0.54588055,9,W,W
i,i_W,-1.210443625,0.50715089,0.684674357,-1.186293165,0.516283374,0.702221571,-1.166958513,0.53002255,0.699921587,-1.203799082,0.532747877,0.663748855,-1.296243615,0.501550876,0.649320573,9,W,W
i,i_W,-1.338276997,0.523372809,0.738002987,-1.548250085,0.517468442,0.723329677,-1.596106106,0.531191457,0.731012174,-1.439158221,0.524941437,0.723972144,-1.366447874,0.495515854,0.710392886,9,W,W
i,i_W,-1.301097993,0.502753522,0.688008805,-1.246646674,0.525724829,0.719788711,-1.315804141,0.531580789,0.703861185,-1.340805443,0.517468442,0.673928787,-1.328226661,0.470591173,0.663748855,9,W,W
o,o_W,-0.753018778,-0.044518888,0.580574829,-0.768610873,-0.074749662,0.609075114,-0.98641158,-0.130523469,0.632220174,-1.06202362,-0.176073605,0.614464026,-1.069715966,-0.04590489,0.574626856,9,W,W
o,o_W,-0.772905797,-0.038994013,0.556567674,-0.894822184,-0.120759967,0.564508726,-0.941265024,-0.136579506,0.582796229,-0.954940451,-0.154970829,0.576861494,-0.960117339,-0.000488749,0.541265157,9,W,W
o,o_W,-0.78590237,-0.043134805,0.558085125,-0.877151041,-0.123004637,0.596751652,-0.95322076,-0.167422352,0.625155503,-1.125285817,-0.189592698,0.623026333,-1.156376404,-0.032814796,0.584643634,9,W,W
o,o_W,-0.807945878,-0.099317371,0.587224281,-0.885144689,-0.140383238,0.583535601,-0.979331904,-0.170559609,0.602932366,-1.022581888,-0.20005557,0.609075114,-1.083321618,-0.05077108,0.552001456,9,W,W
